# BOSCH-DARAB extract file created 08.08.2020 14:22:16
#
# Data from source file "C:\Users\nic\Michigan State University\RSO-MSU Formula Racing Team - General\SR22 - Car XX\Systems\Simulation\results\2019_MIS_endurance_constant_aero_coeffs.bmsbin"
# where 0.000 <= xtime <= 120.129
# 
xtime    [   s]	enginespeed[revo]
         89.930	       8697.953
         89.940	       8693.093
         89.950	       8690.593
         89.960	       8654.030
         89.970	       8616.441
         89.980	       8578.764
         89.990	       8541.211
         90.000	       8504.015
         90.010	       8457.992
         90.020	       8395.271
         90.030	       8342.091
         90.040	       8302.741
         90.050	       8352.412
         90.060	       8508.803
         90.070	       8584.547
         90.080	       8574.612
         90.090	       8551.611
         90.100	       8516.100
         90.110	       8513.115
         90.120	       8538.085
         90.130	       8544.051
         90.140	       8535.326
         90.150	       8530.899
         90.160	       8529.424
         90.170	       8548.650
         90.180	       8580.460
         90.190	       8572.899
         90.200	       8544.620
         90.210	       8562.960
         90.220	       8602.036
         90.230	       8634.280
         90.240	       8664.058
         90.250	       8664.523
         90.260	       8656.766
         90.270	       8703.158
         90.280	       8758.341
         90.290	       8764.080
         90.300	       8761.818
         90.310	       8782.664
         90.320	       8809.140
         90.330	       8876.731
         90.340	       8936.826
         90.350	       8938.599
         90.360	       8951.662
         90.370	       8998.474
         90.380	       9049.427
         90.390	       9107.456
         90.400	       9137.425
         90.410	       9139.514
         90.420	       9187.148
         90.430	       9259.505
         90.440	       9344.622
         90.450	       9432.812
         90.460	       9443.486
         90.470	       9461.830
         90.480	       9517.775
         90.490	       9590.791
         90.500	       9689.786
         90.510	       9777.365
         90.520	       9857.734
         90.530	       9929.959
         90.540	       9999.904
         90.550	      10065.538
         90.560	      10129.951
         90.570	      10192.692
         90.580	      10254.036
         90.590	      10314.783
         90.600	      10374.789
         90.610	      10434.562
         90.620	      10494.123
         90.630	      10553.281
         90.640	      10612.373
         90.650	      10671.461
         90.660	      10730.368
         90.670	      10789.175
         90.680	      10847.858
         90.690	      10906.365
         90.700	      10964.670
         90.710	      11022.771
         90.720	      11080.663
         90.730	      11138.337
         90.740	      11195.866
         90.750	      11253.179
         90.760	      11310.064
         90.770	      11366.678
         90.780	      11423.076
         90.790	      11479.057
         90.800	      11534.845
         90.810	      11590.421
         90.820	      11645.764
         90.830	      11700.619
         90.840	      11755.297
         90.850	      11809.850
         90.860	      11864.139
         90.870	      11918.144
         90.880	      11971.929
         90.890	      12025.525
         90.900	      12078.501
         90.910	      12131.126
         90.920	      12183.402
         90.930	      12235.257
         90.940	      12286.709
         90.950	      12337.865
         90.960	      12388.703
         90.970	      12439.058
         90.980	      12489.101
         90.990	      12538.879
         91.000	      12588.274
         91.010	      12637.281
         91.020	      12685.968
         91.030	      12734.382
         91.040	      12782.460
         91.050	      12830.173
         91.060	      12877.587
         91.070	      12924.709
         91.080	      12971.539
         91.090	      13018.016
         91.100	      13064.241
         91.110	      13110.165
         91.120	      13155.819
         91.130	      13200.544
         91.140	      13238.297
         91.150	      13255.077
         91.160	      13256.278
         91.170	      13244.813
         91.180	      13019.711
         91.190	      10263.341
         91.200	       9570.624
         91.210	       9593.136
         91.220	       9632.013
         91.230	       9688.942
         91.240	       9761.791
         91.250	       9819.122
         91.260	       9867.485
         91.270	       9911.215
         91.280	       9953.001
         91.290	       9994.018
         91.300	      10034.824
         91.310	      10075.523
         91.320	      10116.088
         91.330	      10156.463
         91.340	      10196.661
         91.350	      10236.633
         91.360	      10276.524
         91.370	      10316.226
         91.380	      10355.827
         91.390	      10395.419
         91.400	      10434.900
         91.410	      10474.282
         91.420	      10513.304
         91.430	      10552.129
         91.440	      10590.867
         91.450	      10629.539
         91.460	      10668.077
         91.470	      10706.351
         91.480	      10744.214
         91.490	      10781.871
         91.500	      10819.286
         91.510	      10856.355
         91.520	      10893.064
         91.530	      10929.320
         91.540	      10965.106
         91.550	      11000.565
         91.560	      11035.488
         91.570	      11069.683
         91.580	      11103.419
         91.590	      11136.742
         91.600	      11169.469
         91.610	      11201.623
         91.620	      11233.136
         91.630	      11263.927
         91.640	      11293.913
         91.650	      11323.170
         91.660	      11351.924
         91.670	      11380.059
         91.680	      11407.343
         91.690	      11433.842
         91.700	      11459.856
         91.710	      11485.457
         91.720	      11510.654
         91.730	      11535.382
         91.740	      11559.629
         91.750	      11583.570
         91.760	      11607.339
         91.770	      11630.834
         91.780	      11654.061
         91.790	      11677.162
         91.800	      11700.237
         91.810	      11723.370
         91.820	      11746.598
         91.830	      11769.759
         91.840	      11792.985
         91.850	      11816.407
         91.860	      11839.873
         91.870	      11863.524
         91.880	      11887.132
         91.890	      11907.711
         91.900	      11908.903
         91.910	      11892.651
         91.920	      11867.119
         91.930	      11653.539
         91.940	       9891.765
         91.950	       9797.091
         91.960	       9810.150
         91.970	       9837.215
         91.980	       9878.422
         91.990	       9935.399
         92.000	       9977.679
         92.010	      10008.159
         92.020	      10034.097
         92.030	      10059.054
         92.040	      10083.822
         92.050	      10108.637
         92.060	      10133.634
         92.070	      10158.865
         92.080	      10184.319
         92.090	      10209.838
         92.100	      10235.528
         92.110	      10261.553
         92.120	      10287.690
         92.130	      10313.932
         92.140	      10340.470
         92.150	      10367.330
         92.160	      10394.304
         92.170	      10421.606
         92.180	      10449.157
         92.190	      10476.818
         92.200	      10411.366
         92.210	      10155.617
         92.220	      10059.665
         92.230	       9983.150
         92.240	       9977.776
         92.250	       9956.602
         92.260	       9884.443
         92.270	       9844.577
         92.280	       9832.999
         92.290	       9787.482
         92.300	       9731.781
         92.310	       9698.319
         92.320	      10428.488
         92.330	      11565.538
         92.340	      11511.563
         92.350	      11455.996
         92.360	      11406.447
         92.370	      11379.002
         92.380	      11358.374
         92.390	      11316.500
         92.400	      11274.360
         92.410	      11232.146
         92.420	      11189.947
         92.430	      11147.994
         92.440	      11106.250
         92.450	      11065.508
         92.460	      11025.892
         92.470	      11036.798
         92.480	      11110.987
         92.490	      11208.327
         92.500	      11256.613
         92.510	      11264.866
         92.520	      11284.245
         92.530	      11291.746
         92.540	      11265.491
         92.550	      11236.823
         92.560	      11249.595
         92.570	      11288.449
         92.580	      11351.869
         92.590	      11426.576
         92.600	      11495.691
         92.610	      11537.753
         92.620	      11538.845
         92.630	      11516.475
         92.640	      11510.143
         92.650	      11536.291
         92.660	      11575.706
         92.670	      11609.090
         92.680	      11635.729
         92.690	      11656.545
         92.700	      11673.335
         92.710	      11687.660
         92.720	      11701.304
         92.730	      11715.307
         92.740	      11730.408
         92.750	      11746.519
         92.760	      11763.559
         92.770	      11781.522
         92.780	      11800.499
         92.790	      11820.282
         92.800	      11840.867
         92.810	      11862.151
         92.820	      11884.064
         92.830	      11901.510
         92.840	      11902.141
         92.850	      11887.164
         92.860	      11863.231
         92.870	      11832.851
         92.880	      10628.033
         92.890	       9804.484
         92.900	       9817.200
         92.910	       9843.771
         92.920	       9886.212
         92.930	       9938.725
         92.940	       9983.350
         92.950	      10015.784
         92.960	      10044.424
         92.970	      10072.171
         92.980	      10099.915
         92.990	      10127.850
         93.000	      10156.085
         93.010	      10184.569
         93.020	      10213.246
         93.030	      10242.249
         93.040	      10271.542
         93.050	      10300.972
         93.060	      10330.560
         93.070	      10360.413
         93.080	      10390.396
         93.090	      10420.643
         93.100	      10176.452
         93.110	      10065.605
         93.120	      10032.326
         93.130	       9975.000
         93.140	       9955.748
         93.150	       9921.030
         93.160	       9875.419
         93.170	       9828.407
         93.180	       9779.687
         93.190	       9734.296
         93.200	       9725.274
         93.210	       9700.510
         93.220	       9664.851
         93.230	       9629.347
         93.240	       9594.215
         93.250	       9559.780
         93.260	      10670.968
         93.270	      11559.644
         93.280	      11648.763
         93.290	      11689.927
         93.300	      11697.328
         93.310	      11725.914
         93.320	      11762.271
         93.330	      11768.270
         93.340	      11745.905
         93.350	      11734.156
         93.360	      11758.665
         93.370	      11809.193
         93.380	      11869.340
         93.390	      11915.093
         93.400	      11923.409
         93.410	      11891.732
         93.420	      11836.918
         93.430	      11639.677
         93.440	       9825.991
         93.450	       9669.361
         93.460	       9687.094
         93.470	       9721.481
         93.480	       9775.226
         93.490	       9840.808
         93.500	       9888.663
         93.510	       9920.223
         93.520	       9943.843
         93.530	       9964.042
         93.540	       9983.003
         93.550	      10001.882
         93.560	      10021.158
         93.570	      10040.784
         93.580	      10061.006
         93.590	      10081.818
         93.600	      10103.137
         93.610	      10124.952
         93.620	      10147.271
         93.630	      10170.012
         93.640	      10193.138
         93.650	      10216.647
         93.660	      10240.726
         93.670	      10265.392
         93.680	      10290.450
         93.690	      10315.798
         93.700	      10341.559
         93.710	      10367.707
         93.720	      10394.131
         93.730	      10420.932
         93.740	      10448.066
         93.750	      10475.394
         93.760	      10502.848
         93.770	      10530.390
         93.780	      10558.128
         93.790	      10586.092
         93.800	      10614.206
         93.810	      10642.480
         93.820	      10671.062
         93.830	      10700.123
         93.840	      10729.953
         93.850	      10761.006
         93.860	      10793.364
         93.870	      10827.196
         93.880	      10858.747
         93.890	      10867.839
         93.900	      10845.080
         93.910	      10794.455
         93.920	      10724.591
         93.930	      10651.186
         93.940	      10624.178
         93.950	      10605.418
         93.960	      10572.303
         93.970	      10546.302
         93.980	      10522.211
         93.990	      10501.204
         94.000	      10495.156
         94.010	      10504.200
         94.020	      10491.708
         94.030	      10461.372
         94.040	      10450.280
         94.050	      10467.176
         94.060	      10500.132
         94.070	      10545.913
         94.080	      10607.989
         94.090	      10670.380
         94.100	      10719.968
         94.110	      10757.213
         94.120	      10784.144
         94.130	      10803.062
         94.140	      10815.362
         94.150	      10822.103
         94.160	      10825.699
         94.170	      10827.890
         94.180	      10830.353
         94.190	      10834.450
         94.200	      10840.798
         94.210	      10849.356
         94.220	      10859.744
         94.230	      10871.557
         94.240	      10884.495
         94.250	      10898.276
         94.260	      10912.709
         94.270	      10927.759
         94.280	      10943.454
         94.290	      10959.801
         94.300	      10976.771
         94.310	      10994.285
         94.320	      11012.244
         94.330	      11030.503
         94.340	      11049.222
         94.350	      11068.577
         94.360	      11088.519
         94.370	      11109.101
         94.380	      11130.303
         94.390	      11151.768
         94.400	      11173.597
         94.410	      11195.776
         94.420	      11218.115
         94.430	      11240.633
         94.440	      11263.248
         94.450	      11285.787
         94.460	      11308.339
         94.470	      11330.981
         94.480	      11353.616
         94.490	      11376.150
         94.500	      11398.393
         94.510	      11420.396
         94.520	      11442.288
         94.530	      11463.846
         94.540	      11484.952
         94.550	      11503.875
         94.560	      11506.273
         94.570	      11484.447
         94.580	      11447.691
         94.590	      11402.441
         94.600	      10270.723
         94.610	       9799.329
         94.620	       9786.546
         94.630	       9807.297
         94.640	       9843.307
         94.650	       9898.331
         94.660	       9952.123
         94.670	       9988.657
         94.680	      10014.173
         94.690	      10032.866
         94.700	      10047.416
         94.710	      10059.432
         94.720	      10069.687
         94.730	      10078.749
         94.740	      10087.113
         94.750	      10095.128
         94.760	      10103.080
         94.770	      10111.178
         94.780	      10119.604
         94.790	      10128.384
         94.800	      10137.548
         94.810	      10147.108
         94.820	      10156.905
         94.830	      10166.910
         94.840	      10177.227
         94.850	      10187.867
         94.860	      10198.811
         94.870	      10210.079
         94.880	      10221.683
         94.890	      10233.653
         94.900	      10245.934
         94.910	      10258.474
         94.920	      10271.224
         94.930	      10284.108
         94.940	      10297.149
         94.950	      10310.346
         94.960	      10323.730
         94.970	      10337.277
         94.980	      10351.047
         94.990	      10364.838
         95.000	      10378.592
         95.010	      10392.429
         95.020	      10406.350
         95.030	      10420.360
         95.040	      10434.431
         95.050	      10448.525
         95.060	      10462.602
         95.070	      10476.673
         95.080	      10490.733
         95.090	      10504.754
         95.100	      10518.745
         95.110	      10532.718
         95.120	      10546.705
         95.130	      10560.705
         95.140	      10574.720
         95.150	      10588.703
         95.160	      10602.657
         95.170	      10616.601
         95.180	      10630.502
         95.190	      10644.369
         95.200	      10658.206
         95.210	      10672.017
         95.220	      10685.781
         95.230	      10699.481
         95.240	      10713.092
         95.250	      10726.613
         95.260	      10740.140
         95.270	      10753.733
         95.280	      10767.164
         95.290	      10780.535
         95.300	      10793.805
         95.310	      10807.125
         95.320	      10820.343
         95.330	      10833.416
         95.340	      10846.417
         95.350	      10859.350
         95.360	      10872.218
         95.370	      10884.989
         95.380	      10897.646
         95.390	      10910.149
         95.400	      10922.520
         95.410	      10934.794
         95.420	      10947.044
         95.430	      10959.261
         95.440	      10971.409
         95.450	      10983.476
         95.460	      10995.484
         95.470	      11007.390
         95.480	      11019.158
         95.490	      11030.794
         95.500	      11042.335
         95.510	      11053.859
         95.520	      11065.357
         95.530	      11076.814
         95.540	      11088.188
         95.550	      11099.518
         95.560	      11110.892
         95.570	      11122.266
         95.580	      11133.460
         95.590	      11144.531
         95.600	      11155.554
         95.610	      11166.641
         95.620	      11177.775
         95.630	      11188.819
         95.640	      11199.772
         95.650	      11210.667
         95.660	      11221.525
         95.670	      11232.353
         95.680	      11243.138
         95.690	      11253.896
         95.700	      11264.577
         95.710	      11275.166
         95.720	      11285.664
         95.730	      11296.109
         95.740	      11306.588
         95.750	      11317.065
         95.760	      11327.519
         95.770	      11337.941
         95.780	      11348.336
         95.790	      11358.680
         95.800	      11368.988
         95.810	      11379.223
         95.820	      11389.342
         95.830	      11399.370
         95.840	      11409.341
         95.850	      11419.323
         95.860	      11429.278
         95.870	      11439.206
         95.880	      11449.096
         95.890	      11458.966
         95.900	      11468.780
         95.910	      11478.578
         95.920	      11488.348
         95.930	      11498.095
         95.940	      11507.799
         95.950	      11517.460
         95.960	      11527.056
         95.970	      11536.560
         95.980	      11546.022
         95.990	      11555.429
         96.000	      11564.801
         96.010	      11574.180
         96.020	      11583.551
         96.030	      11592.892
         96.040	      11602.200
         96.050	      11611.472
         96.060	      11620.647
         96.070	      11629.748
         96.080	      11638.797
         96.090	      11647.788
         96.100	      11656.757
         96.110	      11665.718
         96.120	      11674.649
         96.130	      11683.557
         96.140	      11692.425
         96.150	      11701.240
         96.160	      11710.015
         96.170	      11718.772
         96.180	      11727.561
         96.190	      11736.366
         96.200	      11745.093
         96.210	      11753.613
         96.220	      11762.210
         96.230	      11770.785
         96.240	      11779.273
         96.250	      11787.731
         96.260	      11796.236
         96.270	      11804.758
         96.280	      11813.207
         96.290	      11821.541
         96.300	      11829.848
         96.310	      11838.211
         96.320	      11846.578
         96.330	      11854.870
         96.340	      11863.084
         96.350	      11871.266
         96.360	      11879.411
         96.370	      11887.539
         96.380	      11895.639
         96.390	      11903.712
         96.400	      11911.744
         96.410	      11919.748
         96.420	      11927.713
         96.430	      11935.651
         96.440	      11943.583
         96.450	      11951.538
         96.460	      11959.509
         96.470	      11967.434
         96.480	      11975.279
         96.490	      11983.077
         96.500	      11990.828
         96.510	      11998.549
         96.520	      12006.234
         96.530	      12013.899
         96.540	      12021.520
         96.550	      12029.116
         96.560	      12036.686
         96.570	      12044.232
         96.580	      12051.740
         96.590	      12059.232
         96.600	      12066.703
         96.610	      12074.144
         96.620	      12081.559
         96.630	      12088.958
         96.640	      12096.349
         96.650	      12103.714
         96.660	      12111.058
         96.670	      12118.404
         96.680	      12125.731
         96.690	      12133.049
         96.700	      12140.348
         96.710	      12147.652
         96.720	      12154.941
         96.730	      12162.229
         96.740	      12169.512
         96.750	      12176.801
         96.760	      12184.076
         96.770	      12191.358
         96.780	      12198.652
         96.790	      12205.931
         96.800	      12213.219
         96.810	      12220.478
         96.820	      12227.655
         96.830	      12234.770
         96.840	      12241.848
         96.850	      12248.867
         96.860	      12255.774
         96.870	      12262.579
         96.880	      12269.318
         96.890	      12275.988
         96.900	      12282.590
         96.910	      12289.118
         96.920	      12295.569
         96.930	      12301.941
         96.940	      12308.213
         96.950	      12314.386
         96.960	      12320.461
         96.970	      12326.367
         96.980	      12332.146
         96.990	      12337.802
         97.000	      12343.331
         97.010	      12348.736
         97.020	      12354.008
         97.030	      12359.167
         97.040	      12364.194
         97.050	      12369.110
         97.060	      12373.891
         97.070	      12039.744
         97.080	      11881.251
         97.090	      11816.781
         97.100	      11755.241
         97.110	      11695.674
         97.120	      11705.248
         97.130	      11593.593
         97.140	      11573.790
         97.150	      11479.085
         97.160	      11448.222
         97.170	      11360.901
         97.180	      11167.313
         97.190	      11237.324
         97.200	      11155.643
         97.210	      11092.992
         97.220	      11014.959
         97.230	      10943.736
         97.240	      10905.235
         97.250	      10811.072
         97.260	      10735.261
         97.270	      10648.010
         97.280	      10597.982
         97.290	      10557.671
         97.300	      10468.001
         97.310	      10423.939
         97.320	      10369.297
         97.330	      10279.234
         97.340	      10238.946
         97.350	      10150.553
         97.360	      10082.638
         97.370	      10006.375
         97.380	       9937.865
         97.390	       9781.548
         97.400	       9808.653
         97.410	      10318.456
         97.420	      11135.732
         97.430	      11051.839
         97.440	      10931.262
         97.450	      10933.856
         97.460	      10830.011
         97.470	      10709.387
         97.480	      10622.975
         97.490	      10527.899
         97.500	      10553.055
         97.510	      10456.698
         97.520	      10329.889
         97.530	      10334.476
         97.540	      10339.581
         97.550	      10266.887
         97.560	      10188.298
         97.570	      10098.675
         97.580	      10127.825
         97.590	      10092.473
         97.600	      10035.043
         97.610	       9976.205
         97.620	       9968.888
         97.630	       9927.942
         97.640	       9882.018
         97.650	       9835.652
         97.660	       9788.783
         97.670	       9741.413
         97.680	       9693.593
         97.690	      11270.013
         97.700	      11565.860
         97.710	      11528.869
         97.720	      11484.362
         97.730	      11439.601
         97.740	      11394.543
         97.750	      11349.252
         97.760	      11303.689
         97.770	      11257.852
         97.780	      11211.702
         97.790	      11165.256
         97.800	      11118.487
         97.810	      11071.112
         97.820	      11022.917
         97.830	      10974.121
         97.840	      10924.715
         97.850	      10874.341
         97.860	      10822.642
         97.870	      10844.172
         97.880	      10817.656
         97.890	      10782.582
         97.900	      10747.377
         97.910	      10712.037
         97.920	      10676.468
         97.930	      10640.602
         97.940	      10604.460
         97.950	      10568.270
         97.960	      10532.054
         97.970	      10495.895
         97.980	      10459.806
         97.990	      10423.799
         98.000	      10387.934
         98.010	      10352.252
         98.020	      10316.769
         98.030	      10281.509
         98.040	      10246.547
         98.050	      10211.928
         98.060	      10177.610
         98.070	      10143.604
         98.080	      10109.941
         98.090	      10076.598
         98.100	      10043.539
         98.110	      10010.857
         98.120	       9978.494
         98.130	       9915.946
         98.140	       9868.690
         98.150	       9836.661
         98.160	       9803.379
         98.170	       9769.731
         98.180	       9736.045
         98.190	       9702.436
         98.200	       9668.945
         98.210	       9635.570
         98.220	       9602.387
         98.230	       9570.393
         98.240	       9593.989
         98.250	       9707.855
         98.260	       9825.296
         98.270	       9856.857
         98.280	       9907.791
         98.290	       9918.096
         98.300	       9902.472
         98.310	       9892.861
         98.320	       9916.174
         98.330	       9960.679
         98.340	       9959.478
         98.350	       9938.822
         98.360	       9932.753
         98.370	       9959.622
         98.380	       9995.644
         98.390	       9986.504
         98.400	       9966.389
         98.410	       9968.919
         98.420	      10003.137
         98.430	      10051.340
         98.440	      10049.164
         98.450	      10019.878
         98.460	      10009.762
         98.470	      10033.119
         98.480	      10086.212
         98.490	      10159.176
         98.500	      10189.548
         98.510	      10184.545
         98.520	      10185.404
         98.530	      10219.152
         98.540	      10283.701
         98.550	      10349.451
         98.560	      10376.503
         98.570	      10362.577
         98.580	      10344.660
         98.590	      10356.352
         98.600	      10403.492
         98.610	      10452.825
         98.620	      10493.235
         98.630	      10527.631
         98.640	      10557.747
         98.650	      10584.934
         98.660	      10610.208
         98.670	      10620.475
         98.680	      10182.000
         98.690	      10003.798
         98.700	       9958.747
         98.710	       9933.932
         98.720	       9803.524
         98.730	       9557.562
         98.740	       9645.389
         98.750	       9627.324
         98.760	       9583.491
         98.770	       9524.885
         98.780	       9467.698
         98.790	       9475.384
         98.800	      11229.891
         98.810	      12252.795
         98.820	      12629.398
         98.830	      12529.131
         98.840	      12281.471
         98.850	      12291.973
         98.860	      12250.603
         98.870	      12134.980
         98.880	      11981.000
         98.890	      11906.245
         98.900	      11834.199
         98.910	      11743.664
         98.920	      11584.035
         98.930	      11471.463
         98.940	      11370.129
         98.950	      11263.008
         98.960	      11186.202
         98.970	      11109.636
         98.980	      11027.561
         98.990	      10937.482
         99.000	      10830.940
         99.010	      10702.606
         99.020	      10487.601
         99.030	      10390.280
         99.040	      10421.296
         99.050	      10366.743
         99.060	      10285.298
         99.070	      10176.725
         99.080	      10079.625
         99.090	       9985.318
         99.100	       9889.045
         99.110	       9790.805
         99.120	       9690.890
         99.130	       9584.548
         99.140	       9472.828
         99.150	       9343.887
         99.160	       9296.244
         99.170	       9330.096
         99.180	       9277.982
         99.190	       9200.070
         99.200	       9121.120
         99.210	       9041.682
         99.220	       8960.993
         99.230	       8879.125
         99.240	       8795.653
         99.250	       8708.759
         99.260	       8619.576
         99.270	       8519.038
         99.280	       8417.052
         99.290	       8420.580
         99.300	       8444.873
         99.310	       8387.045
         99.320	       8324.105
         99.330	       8260.618
         99.340	       8196.972
         99.350	       8131.939
         99.360	       8066.835
         99.370	       8000.113
         99.380	       7933.224
         99.390	       7864.353
         99.400	       7795.159
         99.410	       7722.208
         99.420	       7648.720
         99.430	       7563.988
         99.440	       7477.181
         99.450	       7465.080
         99.460	       7482.575
         99.470	       7462.174
         99.480	       7411.320
         99.490	       7360.143
         99.500	       7308.453
         99.510	       7256.631
         99.520	       7203.875
         99.530	       7151.078
         99.540	       7096.848
         99.550	       7042.411
         99.560	       6986.251
         99.570	       6928.860
         99.580	       6869.627
         99.590	       6804.920
         99.600	       6740.175
         99.610	       6728.347
         99.620	       6723.294
         99.630	       6701.737
         99.640	       6662.188
         99.650	       6622.582
         99.660	       6582.142
         99.670	       6541.629
         99.680	       6500.455
         99.690	       6458.767
         99.700	       6416.951
         99.710	       6373.738
         99.720	       6330.507
         99.730	       6286.179
         99.740	       6240.746
         99.750	       6195.302
         99.760	       6146.512
         99.770	       6097.398
         99.780	       6045.481
         99.790	       5986.527
         99.800	       5927.573
         99.810	       5911.038
         99.820	       5922.384
         99.830	       5933.722
         99.840	       5909.629
         99.850	       5880.917
         99.860	       5852.188
         99.870	       5823.334
         99.880	       5794.478
         99.890	       5765.639
         99.900	       5736.899
         99.910	       5708.159
         99.920	       5679.644
         99.930	       5651.340
         99.940	       5623.051
         99.950	       5595.184
         99.960	       5567.543
         99.970	       5539.915
         99.980	       5565.188
         99.990	       5608.443
        100.000	       5651.563
        100.010	       5662.669
        100.020	       5666.012
        100.030	       5669.319
        100.040	       5670.902
        100.050	       5672.142
        100.060	       5673.427
        100.070	       5675.812
        100.080	       5678.371
        100.090	       5681.073
        100.100	       5686.203
        100.110	       5691.610
        100.120	       5697.164
        100.130	       5704.583
        100.140	       5712.139
        100.150	       5719.901
        100.160	       5729.772
        100.170	       5739.705
        100.180	       5749.980
        100.190	       5762.479
        100.200	       5774.977
        100.210	       5788.104
        100.220	       5803.411
        100.230	       5818.718
        100.240	       5834.527
        100.250	       5851.392
        100.260	       5868.252
        100.270	       5887.014
        100.280	       5908.236
        100.290	       5929.441
        100.300	       5951.428
        100.310	       5973.987
        100.320	       5996.550
        100.330	       6020.730
        100.340	       6045.460
        100.350	       6070.209
        100.360	       6098.376
        100.370	       6126.755
        100.380	       6155.380
        100.390	       6185.253
        100.400	       6215.104
        100.410	       6245.699
        100.420	       6277.313
        100.430	       6308.922
        100.440	       6342.503
        100.450	       6376.867
        100.460	       6411.371
        100.470	       6446.849
        100.480	       6482.389
        100.490	       6518.528
        100.500	       6555.543
        100.510	       6592.542
        100.520	       6631.342
        100.530	       6670.617
        100.540	       6710.401
        100.550	       6751.901
        100.560	       6793.400
        100.570	       6835.847
        100.580	       6878.633
        100.590	       6921.515
        100.600	       6964.760
        100.610	       7007.995
        100.620	       7052.652
        100.630	       7097.748
        100.640	       7143.599
        100.650	       7190.765
        100.660	       7237.935
        100.670	       7285.181
        100.680	       7332.445
        100.690	       7380.990
        100.700	       7430.350
        100.710	       7480.164
        100.720	       7530.951
        100.730	       7581.739
        100.740	       7632.577
        100.750	       7683.377
        100.760	       7735.672
        100.770	       7788.381
        100.780	       7840.880
        100.790	       7893.189
        100.800	       7946.649
        100.810	       8001.950
        100.820	       8057.091
        100.830	       8111.758
        100.840	       8166.740
        100.850	       8224.009
        100.860	       8281.257
        100.870	       8339.106
        100.880	       8396.126
        100.890	       8438.241
        100.900	       8476.424
        100.910	       8467.862
        100.920	       8453.531
        100.930	       8507.150
        100.940	       8566.508
        100.950	       8655.171
        100.960	       8746.045
        100.970	       8829.579
        100.980	       8912.053
        100.990	       8987.406
        101.000	       9061.977
        101.010	       9132.886
        101.020	       9203.397
        101.030	       9273.073
        101.040	       9342.543
        101.050	       9411.798
        101.060	       9481.073
        101.070	       9550.366
        101.080	       9619.403
        101.090	       9688.333
        101.100	       9756.758
        101.110	       9824.941
        101.120	       9892.682
        101.130	       9959.860
        101.140	      10026.562
        101.150	      10092.617
        101.160	      10158.407
        101.170	      10223.249
        101.180	      10287.635
        101.190	      10351.465
        101.200	      10414.782
        101.210	      10477.856
        101.220	      10540.142
        101.230	      10602.163
        101.240	      10663.969
        101.250	      10725.210
        101.260	      10786.153
        101.270	      10846.697
        101.280	      10906.787
        101.290	      10966.558
        101.300	      11025.905
        101.310	      11084.760
        101.320	      11143.375
        101.330	      11201.602
        101.340	      11259.347
        101.350	      11316.807
        101.360	      11373.849
        101.370	      11430.334
        101.380	      11486.529
        101.390	      11542.536
        101.400	      11598.131
        101.410	      11653.412
        101.420	      11708.264
        101.430	      11762.908
        101.440	      11817.342
        101.450	      11871.571
        101.460	      11925.414
        101.470	      11979.056
        101.480	      12032.454
        101.490	      12085.360
        101.500	      12137.749
        101.510	      12189.811
        101.520	      12241.557
        101.530	      12292.848
        101.540	      12343.794
        101.550	      12394.433
        101.560	      12444.745
        101.570	      12494.643
        101.580	      12544.209
        101.590	      12593.472
        101.600	      12642.432
        101.610	      12690.965
        101.620	      12739.181
        101.630	      12787.103
        101.640	      12834.741
        101.650	      12881.940
        101.660	      12928.824
        101.670	      12975.446
        101.680	      13021.733
        101.690	      13067.680
        101.700	      13113.286
        101.710	      13158.639
        101.720	      13202.622
        101.730	      13242.553
        101.740	      13258.382
        101.750	      13257.912
        101.760	      13245.301
        101.770	      12338.502
        101.780	       9702.984
        101.790	       9568.896
        101.800	       9591.931
        101.810	       9631.379
        101.820	       9687.821
        101.830	       9758.320
        101.840	       9813.949
        101.850	       9860.193
        101.860	       9902.404
        101.870	       9942.739
        101.880	       9982.259
        101.890	      10021.509
        101.900	      10060.441
        101.910	      10099.162
        101.920	      10137.693
        101.930	      10175.965
        101.940	      10213.927
        101.950	      10251.646
        101.960	      10289.189
        101.970	      10326.442
        101.980	      10363.517
        101.990	      10400.472
        102.000	      10437.276
        102.010	      10473.859
        102.020	      10510.077
        102.030	      10546.020
        102.040	      10581.852
        102.050	      10617.568
        102.060	      10653.138
        102.070	      10688.510
        102.080	      10723.599
        102.090	      10758.482
        102.100	      10793.156
        102.110	      10827.730
        102.120	      10862.076
        102.130	      10896.235
        102.140	      10930.151
        102.150	      10963.880
        102.160	      10997.513
        102.170	      11030.901
        102.180	      11063.945
        102.190	      11096.851
        102.200	      11129.789
        102.210	      11162.398
        102.220	      11194.968
        102.230	      11227.298
        102.240	      11259.432
        102.250	      11291.199
        102.260	      11322.825
        102.270	      11354.412
        102.280	      11385.808
        102.290	      11416.872
        102.300	      11447.746
        102.310	      11478.575
        102.320	      11509.326
        102.330	      11539.889
        102.340	      11570.156
        102.350	      11600.403
        102.360	      11630.463
        102.370	      11660.163
        102.380	      11689.778
        102.390	      11719.287
        102.400	      11748.731
        102.410	      11777.954
        102.420	      11807.140
        102.430	      11836.144
        102.440	      11865.024
        102.450	      11893.711
        102.460	      11911.877
        102.470	      11911.953
        102.480	      11898.522
        102.490	      11876.200
